acceptance_id,source_requirement,package,interface,db_invariant,test_file,test_name,status,evidence,deferred_reason
R09.01,R09,Forms,PublishFormVersionAction,published_form_version_immutable,packages/Rehla/Forms/tests/Integration/PublishedFormImmutabilityTest.php,prevents direct SQL updates and deletes on published form versions via PostgreSQL trigger,verified,php artisan test packages/Rehla/Forms/tests; PASS 21 tests 48 assertions; php artisan test packages/Rehla tests/Architecture; PASS 191 tests 3376 assertions; packages/Rehla/Forms/tests/Integration/PublishedFormImmutabilityTest.php,
R10.01,R10,Web,CustomerRegisterAction,unique_phone_or_email,packages/Rehla/Identity/tests/Feature/IdentityTest.php,registers a customer without staff powers,planned,,
R11.01,R11,Travelers,TravelerData::fullName,traveler_full_name_required,packages/Rehla/Travelers/tests/Feature/TravelerOwnershipTest.php,stores all required traveler fields and returns an immutable normalized snapshot,verified,php artisan test packages/Rehla/Travelers/tests; PASS 16 tests 46 assertions; packages/Rehla/Travelers/tests/Feature/TravelerOwnershipTest.php,
R11.02,R11,Travelers,TravelerData::dateOfBirth,traveler_birth_date_required,packages/Rehla/Travelers/tests/Feature/TravelerOwnershipTest.php,stores all required traveler fields and returns an immutable normalized snapshot,verified,php artisan test packages/Rehla/Travelers/tests; PASS 16 tests 46 assertions; packages/Rehla/Travelers/tests/Feature/TravelerOwnershipTest.php,
R11.03,R11,Travelers,TravelerData::gender,traveler_gender_required,packages/Rehla/Travelers/tests/Feature/TravelerOwnershipTest.php,stores all required traveler fields and returns an immutable normalized snapshot,verified,php artisan test packages/Rehla/Travelers/tests; PASS 16 tests 46 assertions; packages/Rehla/Travelers/tests/Feature/TravelerOwnershipTest.php,
R11.04,R11,Travelers,TravelerData::passportNumber,normalized_passport_globally_unique,packages/Rehla/Travelers/tests/Integration/PassportUniquenessTest.php,maps global passport conflicts to the stable domain problem,verified,php artisan test packages/Rehla/Travelers/tests; PASS 16 tests 46 assertions; packages/Rehla/Travelers/tests/Integration/PassportUniquenessTest.php,
R11.05,R11,Travelers,TravelerData::passportIssuedAt,passport_issue_date_required,packages/Rehla/Travelers/tests/Feature/TravelerOwnershipTest.php,stores all required traveler fields and returns an immutable normalized snapshot,verified,php artisan test packages/Rehla/Travelers/tests; PASS 16 tests 46 assertions; packages/Rehla/Travelers/tests/Feature/TravelerOwnershipTest.php,
R11.06,R11,Travelers,TravelerData::passportExpiresAt,passport_expiry_after_issue,packages/Rehla/Travelers/tests/Feature/TravelerOwnershipTest.php,rejects invalid biographical and passport date ranges,verified,php artisan test packages/Rehla/Travelers/tests; PASS 16 tests 46 assertions; packages/Rehla/Travelers/tests/Feature/TravelerOwnershipTest.php,
R12.01,R12,Travelers,PassportNormalizer,unique_normalized_passport,packages/Rehla/Travelers/tests/Integration/PassportUniquenessTest.php,converts a concurrent PostgreSQL unique violation into one domain conflict,verified,php artisan test packages/Rehla/Travelers/tests; PASS 16 tests 46 assertions; packages/Rehla/Travelers/tests/Integration/PassportUniquenessTest.php,
R13.01,R13,Orders,OrderSnapshotContract,order_and_traveler_snapshot_immutable,packages/Rehla/Orders/tests/Integration/OrderImmutabilityTest.php,creates a paid order with snapshots and keeps records immutable,planned,,
R14.01,R14,Purchasing,SubmitOrderAction,atomic_wallet_deduction_and_order_create,packages/Rehla/Purchasing/tests/Integration/SubmitOrderTest.php,"creates one debit, order, execution, audit, and outbox record on valid submission",planned,,
R15.01,R15,Wallet,AppendLedgerEntryAction,ledger_immutable_and_non_negative_balance,packages/Rehla/Wallet/tests/Integration/WalletLedgerTest.php,derives every balance change from append-only ledger entries and protects ledger against SQL mutations,planned,,
R16.01,R16,TopUps,SubmitTopUpAction,topup_request_status_pending,packages/Rehla/TopUps/tests/Integration/SubmitTopUpTest.php,submits a top-up request with normalized reference and pending review status,planned,,
R17.01,R17,TopUps,BankAccountData::bankName,bilingual_bank_name_required,packages/Rehla/TopUps/tests/Feature/BankAccountTest.php,stores English and Arabic bank names,planned,,
R17.02,R17,TopUps,BankAccountData::beneficiaryName,beneficiary_name_required,packages/Rehla/TopUps/tests/Feature/BankAccountTest.php,stores the transfer beneficiary name,planned,,
R17.03,R17,TopUps,BankAccountData::accountNumber,account_number_required,packages/Rehla/TopUps/tests/Feature/BankAccountTest.php,stores the bank account number,planned,,
R17.04,R17,TopUps,BankAccountData::logoDocumentId,public_bank_logo_only,packages/Rehla/TopUps/tests/Feature/BankAccountTest.php,links an approved public bank logo,planned,,
R17.05,R17,TopUps,BankAccountData::isActive,inactive_bank_excluded_from_new_topups,packages/Rehla/TopUps/tests/Feature/BankAccountTest.php,hides inactive banks from new submissions,planned,,
R17.06,R17,TopUps,BankAccountData::sortOrder,stable_bank_sort_order,packages/Rehla/TopUps/tests/Feature/BankAccountTest.php,orders active banks by sort order,planned,,
R18.01,R18,TopUps,TopUpData::accountId,topup_owned_by_customer,packages/Rehla/TopUps/tests/Integration/SubmitTopUpTest.php,stores the submitting account,planned,,
R18.02,R18,TopUps,TopUpData::amountMinor,positive_amount_meets_current_minimum,packages/Rehla/TopUps/tests/Integration/SubmitTopUpTest.php,stores a valid integer SDG amount,planned,,
R18.03,R18,TopUps,TopUpData::bankAccountId,active_platform_bank_required,packages/Rehla/TopUps/tests/Integration/SubmitTopUpTest.php,links the selected active platform bank account,planned,,
R18.04,R18,TopUps,TopUpData::transferReference,normalized_reference_unique_per_bank,packages/Rehla/TopUps/tests/Integration/SubmitTopUpTest.php,deduplicates the normalized bank reference,planned,,
R18.05,R18,TopUps,TopUpData::receiptDocumentId,private_clean_receipt_required,packages/Rehla/TopUps/tests/Integration/SubmitTopUpTest.php,links one clean private receipt,planned,,
R18.06,R18,TopUps,TopUpData::submittedAt,submitted_timestamp_utc,packages/Rehla/TopUps/tests/Integration/SubmitTopUpTest.php,records the UTC submission time,planned,,
R18.07,R18,TopUps,TopUpData::reviewStatus,initial_status_under_review,packages/Rehla/TopUps/tests/Integration/SubmitTopUpTest.php,starts each request under review,planned,,
R18.08,R18,TopUps,TopUpData::reviewerId,reviewer_required_for_terminal_state,packages/Rehla/TopUps/tests/Integration/SubmitTopUpTest.php,records the deciding staff identity,planned,,
R18.09,R18,TopUps,TopUpData::decisionAt,decision_time_required_for_terminal_state,packages/Rehla/TopUps/tests/Integration/SubmitTopUpTest.php,records the terminal decision time,planned,,
R18.10,R18,TopUps,TopUpData::rejectionReason,reason_required_only_for_rejection,packages/Rehla/TopUps/tests/Integration/SubmitTopUpTest.php,requires a safe reason when rejected,planned,,
R19.01,R19,TopUps,ApproveTopUpAction,atomic_approval_and_wallet_credit,packages/Rehla/TopUps/tests/Integration/ApproveTopUpTest.php,"credits wallet, updates request to approved, audits and enqueues outbox atomically",planned,,
R20.01,R20,TopUps,ApproveTopUpAction,prevent_concurrent_double_approval,packages/Rehla/TopUps/tests/Integration/ConcurrentApprovalTest.php,prevents concurrent double approval and credits wallet exactly once,planned,,
R21.01,R21,TopUps,RejectTopUpAction,rejected_status_with_reason,packages/Rehla/TopUps/tests/Feature/RejectTopUpTest.php,"rejects top-up with required rejection reason, audits and enqueues outbox, leaving wallet balance unchanged",planned,,
R22.01,R22,Purchasing,ValidatePurchaseRequirementsQuery,service_must_be_active_to_purchase,packages/Rehla/Purchasing/tests/Integration/SubmitOrderTest.php,rejects order if service is deactivated without creating records,planned,,
R23.01,R23,Web,CatalogBrowsePage,public_access_no_auth_required,packages/Rehla/Web/tests/Feature/PublicWebTest.php,renders public catalog browse without auth,planned,,
R24.01,R24,Integrations,WhatsAppInquiryLinkGenerator,deep_link_format_sanitized,packages/Rehla/Integrations/tests/Unit/WhatsAppInquiryLinkTest.php,generates deep link with inquiry prefilled text,planned,,
R25.01,R25,Web,CheckoutWizard,checkout_session_validated,packages/Rehla/Web/tests/Feature/PurchaseJourneyTest.php,validates checkout step progression,planned,,
R26.01,R26,Web,TravelerSelectionStep,traveler_ownership_verified,packages/Rehla/Web/tests/Feature/PurchaseJourneyTest.php,prevents selecting unowned traveler,planned,,
R27.01,R27,Forms,DynamicFormEvaluator,form_fields_match_published_schema,packages/Rehla/Forms/tests/Unit/FieldValidationTest.php,validates each of the 11 field types correctly when valid and rejects invalid inputs,verified,php artisan test packages/Rehla/Forms/tests; PASS 21 tests 48 assertions; php artisan test packages/Rehla tests/Architecture; PASS 191 tests 3376 assertions; packages/Rehla/Forms/tests/Unit/FieldValidationTest.php,
R28.01,R28,Web,OrderReviewStep,price_frozen_at_submission,packages/Rehla/Web/tests/Feature/PurchaseJourneyTest.php,confirms price freeze during review,planned,,
R29.01,R29,Purchasing,SubmitOrderAction,idempotency_key_enforced,packages/Rehla/Purchasing/tests/Integration/SubmitOrderTest.php,replays identical response for same idempotency key and fingerprint without re-debiting,planned,,
R30.01,R30,Purchasing,SubmitOrderAction,insufficient_balance_rejected,packages/Rehla/Purchasing/tests/Integration/SubmitOrderTest.php,rejects order if wallet balance is insufficient,planned,,
R31.01,R31,Purchasing,SubmitOrderAction,pessimistic_wallet_lock,packages/Rehla/Purchasing/tests/Integration/SubmitOrderConcurrencyTest.php,allows only one order to succeed when two orders compete for balance sufficient for only one,planned,,
R32.01,R32,Purchasing,SubmitOrderAction,transactional_rollback_on_failure,packages/Rehla/Purchasing/tests/Integration/SubmitOrderRollbackTest.php,rolls back all records if failure occurs after wallet debit,planned,,
R33.01,R33,Orders,OrderSnapshot::accountId,order_owned_by_account,packages/Rehla/Orders/tests/Integration/OrderImmutabilityTest.php,freezes the account owner,planned,,
R33.02,R33,Orders,OrderSnapshot::serviceId,service_identity_frozen,packages/Rehla/Orders/tests/Integration/OrderImmutabilityTest.php,freezes the purchased service identity,planned,,
R33.03,R33,Orders,OrderSnapshot::priceMinor,price_minor_frozen,packages/Rehla/Orders/tests/Integration/OrderImmutabilityTest.php,freezes the accepted integer price,planned,,
R33.04,R33,Orders,OrderSnapshot::amountPaidMinor,paid_amount_equals_debit,packages/Rehla/Orders/tests/Integration/OrderImmutabilityTest.php,records the exact wallet debit,planned,,
R33.05,R33,Orders,OrderSnapshot::currency,currency_is_sdg,packages/Rehla/Orders/tests/Integration/OrderImmutabilityTest.php,records SDG as the order currency,planned,,
R33.06,R33,Orders,OrderSnapshot::debitReference,one_debit_reference_per_order,packages/Rehla/Orders/tests/Integration/OrderImmutabilityTest.php,links one immutable wallet debit,planned,,
R33.07,R33,Orders,OrderSnapshot::serviceData,service_snapshot_immutable,packages/Rehla/Orders/tests/Integration/OrderImmutabilityTest.php,freezes service metadata and version,planned,,
R33.08,R33,Orders,OrderSnapshot::travelerData,traveler_snapshot_immutable,packages/Rehla/Orders/tests/Integration/OrderImmutabilityTest.php,freezes traveler data at purchase,planned,,
R33.09,R33,Orders,OrderSnapshot::createdAt,order_created_at_utc,packages/Rehla/Orders/tests/Integration/OrderImmutabilityTest.php,records the immutable UTC purchase time,planned,,
R34.01,R34,Fulfillment,ExecutionData::orderId,one_execution_linked_to_paid_order,packages/Rehla/Fulfillment/tests/Integration/CreateExecutionTest.php,links the paid commercial order,planned,,
R34.02,R34,Fulfillment,ExecutionData::accountId,execution_owned_by_order_account,packages/Rehla/Fulfillment/tests/Integration/CreateExecutionTest.php,stores the owning customer,planned,,
R34.03,R34,Fulfillment,ExecutionData::travelerId,execution_links_selected_traveler,packages/Rehla/Fulfillment/tests/Integration/CreateExecutionTest.php,links the selected traveler,planned,,
R34.04,R34,Fulfillment,ExecutionData::travelerSnapshot,traveler_snapshot_matches_order,packages/Rehla/Fulfillment/tests/Integration/CreateExecutionTest.php,copies the immutable traveler snapshot,planned,,
R34.05,R34,Fulfillment,ExecutionData::serviceId,execution_links_purchased_service,packages/Rehla/Fulfillment/tests/Integration/CreateExecutionTest.php,links the purchased service,planned,,
R34.06,R34,Fulfillment,ExecutionData::formVersionId,published_form_version_frozen,packages/Rehla/Fulfillment/tests/Integration/CreateExecutionTest.php,locks the published form version,planned,,
R34.07,R34,Fulfillment,ExecutionData::responses,responses_match_frozen_schema,packages/Rehla/Fulfillment/tests/Integration/CreateExecutionTest.php,stores validated application responses,planned,,
R34.08,R34,Fulfillment,ExecutionData::documents,only_clean_owned_documents_attached,packages/Rehla/Fulfillment/tests/Integration/CreateExecutionTest.php,attaches authorized clean documents,planned,,
R34.09,R34,Fulfillment,ExecutionData::status,status_uses_policy_transition_graph,packages/Rehla/Fulfillment/tests/Integration/CreateExecutionTest.php,stores the current execution status,planned,,
R34.10,R34,Fulfillment,ExecutionData::statusHistory,status_history_append_only,packages/Rehla/Fulfillment/tests/Integration/CreateExecutionTest.php,appends every accepted status transition,planned,,
R34.11,R34,Fulfillment,ExecutionData::internalNotes,internal_notes_never_customer_visible,packages/Rehla/Fulfillment/tests/Integration/CreateExecutionTest.php,keeps operational notes private,planned,,
R35.01,R35,Orders,FulfillmentContracts,order_execution_separation,packages/Rehla/Fulfillment/tests/Integration/CreateExecutionTest.php,creates fulfillment execution upon paid order and records history immutably,planned,,
R36.01,R36,Fulfillment,TransitionExecutionAction,valid_state_machine_transition,packages/Rehla/Fulfillment/tests/Unit/ExecutionStateMachineTest.php,allows only the declared transition graph,planned,,
R37.01,R37,Fulfillment,RequestCustomerAction,action_request_stored_with_deadline,packages/Rehla/Fulfillment/tests/Feature/CustomerActionResponseTest.php,lets only the owning account answer an open action request,planned,,
R38.01,R38,Web,CustomerActionResponsePage,action_response_updates_execution,packages/Rehla/Web/tests/Feature/CustomerActionJourneyTest.php,lets only the owning account answer an open action request,planned,,
R39.01,R39,Notifications,OutboxWriter,transactional_outbox_message_created,packages/Rehla/Notifications/tests/Integration/OutboxTransactionTest.php,rolls back outbox with the business transaction,planned,,
R40.01,R40,Admin,AdminArea::Overview,ability_admin.overview.view_required,packages/Rehla/Admin/tests/Feature/AdminCapabilityMatrixTest.php,denies Overview without admin.overview.view,planned,,
R40.02,R40,Admin,AdminArea::Services,ability_services.view_required,packages/Rehla/Admin/tests/Feature/AdminCapabilityMatrixTest.php,denies Services without services.view,planned,,
R40.03,R40,Admin,AdminArea::ApplicationForms,ability_forms.view_required,packages/Rehla/Admin/tests/Feature/AdminCapabilityMatrixTest.php,denies ApplicationForms without forms.view,planned,,
R40.04,R40,Admin,AdminArea::Customers,ability_customers.view_required,packages/Rehla/Admin/tests/Feature/AdminCapabilityMatrixTest.php,denies Customers without customers.view,planned,,
R40.05,R40,Admin,AdminArea::Travelers,ability_travelers.view_required,packages/Rehla/Admin/tests/Feature/AdminCapabilityMatrixTest.php,denies Travelers without travelers.view,planned,,
R40.06,R40,Admin,AdminArea::WalletsLedger,ability_wallets.view_required,packages/Rehla/Admin/tests/Feature/AdminCapabilityMatrixTest.php,denies WalletsLedger without wallets.view,planned,,
R40.07,R40,Admin,AdminArea::BankAccounts,ability_banks.view_required,packages/Rehla/Admin/tests/Feature/AdminCapabilityMatrixTest.php,denies BankAccounts without banks.view,planned,,
R40.08,R40,Admin,AdminArea::TopUpRequests,ability_topups.view_required,packages/Rehla/Admin/tests/Feature/AdminCapabilityMatrixTest.php,denies TopUpRequests without topups.view,planned,,
R40.09,R40,Admin,AdminArea::Orders,ability_orders.view_required,packages/Rehla/Admin/tests/Feature/AdminCapabilityMatrixTest.php,denies Orders without orders.view,planned,,
R40.10,R40,Admin,AdminArea::ServiceExecutions,ability_executions.view_required,packages/Rehla/Admin/tests/Feature/AdminCapabilityMatrixTest.php,denies ServiceExecutions without executions.view,planned,,
R40.11,R40,Admin,AdminArea::Content,ability_content.view_required,packages/Rehla/Admin/tests/Feature/AdminCapabilityMatrixTest.php,denies Content without content.view,planned,,
R40.12,R40,Admin,AdminArea::Notifications,ability_notifications.view_required,packages/Rehla/Admin/tests/Feature/AdminCapabilityMatrixTest.php,denies Notifications without notifications.view,planned,,
R40.13,R40,Admin,AdminArea::RolesAbilities,ability_access.view_required,packages/Rehla/Admin/tests/Feature/AdminCapabilityMatrixTest.php,denies RolesAbilities without access.view,planned,,
R40.14,R40,Admin,AdminArea::AuditLog,ability_audit.view_required,packages/Rehla/Admin/tests/Feature/AdminCapabilityMatrixTest.php,denies AuditLog without audit.view,planned,,
R41.01,R41,Catalog,ChangeServicePrice,price_history_recorded,packages/Rehla/Catalog/tests/Integration/PriceHistoryTest.php,tracks price history atomically increments price_version and records audit entry,verified,php artisan test packages/Rehla/Catalog/tests; PASS 8 tests 24 assertions; php artisan test packages/Rehla tests/Architecture; PASS 172 tests 3303 assertions; packages/Rehla/Catalog/tests/Integration/PriceHistoryTest.php,
R42.01,R42,Forms,CreateDraftFormAction,draft_version_editable,packages/Rehla/Forms/tests/Feature/FormPublishingTest.php,creates a draft allows updates and publishes immutable version with checksum,verified,php artisan test packages/Rehla/Forms/tests; PASS 21 tests 48 assertions; php artisan test packages/Rehla tests/Architecture; PASS 191 tests 3376 assertions; packages/Rehla/Forms/tests/Feature/FormPublishingTest.php,
R43.01,R43,Admin,AdminAuthorizationGuard,mfa_required_for_sensitive_roles,packages/Rehla/Admin/tests/Unit/AdminCapabilityMatrixTest.php,enforces TOTP for administrative capabilities,planned,,
R44.01,R44,TopUps,TopUpReviewQueue,topup_review_lock,packages/Rehla/TopUps/tests/Unit/ApproveTopUpTest.php,locks top up during staff review,planned,,
R45.01,R45,Fulfillment,AssignExecutionStaffAction,assigned_staff_recorded,packages/Rehla/Fulfillment/tests/Unit/ExecutionStateMachineTest.php,records assigned staff on execution,planned,,
R46.01,R46,Audit,AppendAuditEntry,audit_log_immutable,packages/Rehla/Audit/tests/Integration/AuditImmutabilityTest.php,rejects direct updates at the PostgreSQL boundary,green,php artisan test packages/Rehla/Audit/tests; PASS 7 tests 19 assertions; packages/Rehla/Audit/tests/Integration/AuditImmutabilityTest.php,
R47.01,R47,Identity,Ability::admin.overview.view,declared_ability_denied_by_default,packages/Rehla/Identity/tests/Integration/AuthorizationTest.php,authorizes only the declared admin.overview.view ability,green,php artisan test packages/Rehla/Identity/tests; PASS 49 tests 132 assertions; packages/Rehla/Identity/tests/Integration/AuthorizationTest.php,
R47.02,R47,Identity,Ability::services.view,declared_ability_denied_by_default,packages/Rehla/Identity/tests/Integration/AuthorizationTest.php,authorizes only the declared services.view ability,green,php artisan test packages/Rehla/Identity/tests; PASS 49 tests 132 assertions; packages/Rehla/Identity/tests/Integration/AuthorizationTest.php,
R47.03,R47,Identity,Ability::services.manage,declared_ability_denied_by_default,packages/Rehla/Identity/tests/Integration/AuthorizationTest.php,authorizes only the declared services.manage ability,green,php artisan test packages/Rehla/Identity/tests; PASS 49 tests 132 assertions; packages/Rehla/Identity/tests/Integration/AuthorizationTest.php,
R47.04,R47,Identity,Ability::forms.view,declared_ability_denied_by_default,packages/Rehla/Identity/tests/Integration/AuthorizationTest.php,authorizes only the declared forms.view ability,green,php artisan test packages/Rehla/Identity/tests; PASS 49 tests 132 assertions; packages/Rehla/Identity/tests/Integration/AuthorizationTest.php,
R47.05,R47,Identity,Ability::forms.draft,declared_ability_denied_by_default,packages/Rehla/Identity/tests/Integration/AuthorizationTest.php,authorizes only the declared forms.draft ability,green,php artisan test packages/Rehla/Identity/tests; PASS 49 tests 132 assertions; packages/Rehla/Identity/tests/Integration/AuthorizationTest.php,
R47.06,R47,Identity,Ability::forms.publish,declared_ability_denied_by_default,packages/Rehla/Identity/tests/Integration/AuthorizationTest.php,authorizes only the declared forms.publish ability,green,php artisan test packages/Rehla/Identity/tests; PASS 49 tests 132 assertions; packages/Rehla/Identity/tests/Integration/AuthorizationTest.php,
R47.07,R47,Identity,Ability::customers.view,declared_ability_denied_by_default,packages/Rehla/Identity/tests/Integration/AuthorizationTest.php,authorizes only the declared customers.view ability,green,php artisan test packages/Rehla/Identity/tests; PASS 49 tests 132 assertions; packages/Rehla/Identity/tests/Integration/AuthorizationTest.php,
R47.08,R47,Identity,Ability::customers.view_sensitive,declared_ability_denied_by_default,packages/Rehla/Identity/tests/Integration/AuthorizationTest.php,authorizes only the declared customers.view_sensitive ability,green,php artisan test packages/Rehla/Identity/tests; PASS 49 tests 132 assertions; packages/Rehla/Identity/tests/Integration/AuthorizationTest.php,
